What is the architect of tour de la bourse ? 	 select var_x where brack_open dbr_Tour_de_la_Bourse dbo_architect var_x brack_close
What is the architect of president's house ? 	 select var_x where brack_open dbr_President's_House_(Princeton_University) dbo_architect var_x brack_close
What is the architect of tour sequana ? 	 select var_x where brack_open dbr_Tour_Sequana dbo_architect var_x brack_close
What is the architect of duo ? 	 select var_x where brack_open dbr_DUO dbo_architect var_x brack_close
What is the architect of ocean forest hotel ? 	 select var_x where brack_open dbr_Ocean_Forest_Hotel dbo_architect var_x brack_close
What is the architect of salah bey viaduct ? 	 select var_x where brack_open dbr_Salah_Bey_Viaduct dbo_architect var_x brack_close
What is the architect of st werburgh's church ? 	 select var_x where brack_open dbr_St_Werburgh's_Church,_Warburton dbo_architect var_x brack_close
What is the architect of david lyman ii house ? 	 select var_x where brack_open dbr_David_Lyman_II_House dbo_architect var_x brack_close
What is the architect of norfolk carnegie library ? 	 select var_x where brack_open dbr_Norfolk_Carnegie_Library dbo_architect var_x brack_close
What is the architect of nodaway river bridge ? 	 select var_x where brack_open dbr_Nodaway_River_Bridge dbo_architect var_x brack_close
What is the architect of church of st. peter ? 	 select var_x where brack_open dbr_Church_of_St._Peter_(Danbury,_Connecticut) dbo_architect var_x brack_close
What is the architect of st patrick's basilica ? 	 select var_x where brack_open dbr_St_Patrick's_Basilica,_South_Dunedin dbo_architect var_x brack_close
What is the architect of brickell heights ? 	 select var_x where brack_open dbr_Brickell_Heights dbo_architect var_x brack_close
What is the architect of one lincoln street ? 	 select var_x where brack_open dbr_One_Lincoln_Street dbo_architect var_x brack_close
What is the architect of regal cinema ? 	 select var_x where brack_open dbr_Regal_Cinema,_Dublin dbo_architect var_x brack_close
What is the architect of museum of modern art in caracas ? 	 select var_x where brack_open dbr_Museum_of_Modern_Art_in_Caracas dbo_architect var_x brack_close
What is the architect of st james' church ? 	 select var_x where brack_open dbr_St_James'_Church,_Audlem dbo_architect var_x brack_close
What is the architect of broadacres ? 	 select var_x where brack_open dbr_Broadacres,_Houston dbo_architect var_x brack_close
What is the architect of lincoln building ? 	 select var_x where brack_open dbr_Lincoln_Building_(Manhattan) dbo_architect var_x brack_close
What is the architect of tonopah public library ? 	 select var_x where brack_open dbr_Tonopah_Public_Library dbo_architect var_x brack_close
What is the architect of bank lofts ? 	 select var_x where brack_open dbr_Bank_Lofts dbo_architect var_x brack_close
What is the architect of weyerhaeuser house ? 	 select var_x where brack_open dbr_Weyerhaeuser_House dbo_architect var_x brack_close
What is the architect of lelewel palace ? 	 select var_x where brack_open dbr_Lelewel_Palace dbo_architect var_x brack_close
What is the architect of st. peter's church of ireland ? 	 select var_x where brack_open dbr_St._Peter's_Church_of_Ireland,_Drogheda dbo_architect var_x brack_close
What is the architect of going-to-the-sun road ? 	 select var_x where brack_open dbr_Going-to-the-Sun_Road dbo_architect var_x brack_close
What is the architect of seagram building ? 	 select var_x where brack_open dbr_Seagram_Building dbo_architect var_x brack_close
What is the architect of hammond street congregational church ? 	 select var_x where brack_open dbr_Hammond_Street_Congregational_Church dbo_architect var_x brack_close
What is the architect of clay county courthouse ? 	 select var_x where brack_open dbr_Clay_County_Courthouse_(Illinois) dbo_architect var_x brack_close
What is the architect of students' building ? 	 select var_x where brack_open dbr_Students'_Building_(Vassar_College) dbo_architect var_x brack_close
What is the architect of montalvo arts center ? 	 select var_x where brack_open dbr_Montalvo_Arts_Center dbo_architect var_x brack_close
What is the architect of park hyatt washington ? 	 select var_x where brack_open dbr_Park_Hyatt_Washington dbo_architect var_x brack_close
What is the architect of highland hall ? 	 select var_x where brack_open dbr_Highland_Hall_(Hollidaysburg,_Pennsylvania) dbo_architect var_x brack_close
What is the architect of oakdale memorial gardens ? 	 select var_x where brack_open dbr_Oakdale_Memorial_Gardens dbo_architect var_x brack_close
What is the architect of palais de l'alma ? 	 select var_x where brack_open dbr_Palais_de_l'Alma dbo_architect var_x brack_close
What is the architect of aspire tower ? 	 select var_x where brack_open dbr_Aspire_Tower dbo_architect var_x brack_close
What is the architect of st joseph's church ? 	 select var_x where brack_open dbr_St_Joseph's_Church,_Southampton dbo_architect var_x brack_close
What is the architect of benjamin stephenson house ? 	 select var_x where brack_open dbr_Benjamin_Stephenson_House dbo_architect var_x brack_close
What is the architect of national stadium ? 	 select var_x where brack_open dbr_National_Stadium,_Lagos dbo_architect var_x brack_close
What is the architect of charles e. chamberlain federal building & post office ? 	 select var_x where brack_open dbr_Charles_E._Chamberlain_Federal_Building_&_Post_Office dbo_architect var_x brack_close
What is the architect of milltown bridge ? 	 select var_x where brack_open dbr_Milltown_Bridge_(Milltown,_Arkansas) dbo_architect var_x brack_close
What is the architect of arapahoe acres ? 	 select var_x where brack_open dbr_Arapahoe_Acres dbo_architect var_x brack_close
What is the architect of dr. cleo miller house ? 	 select var_x where brack_open dbr_Dr._Cleo_Miller_House dbo_architect var_x brack_close
What is the architect of st dominic's priory church ? 	 select var_x where brack_open dbr_St_Dominic's_Priory_Church dbo_architect var_x brack_close
What is the architect of hotel de anza ? 	 select var_x where brack_open dbr_Hotel_De_Anza dbo_architect var_x brack_close
What is the architect of burlington county prison ? 	 select var_x where brack_open dbr_Burlington_County_Prison dbo_architect var_x brack_close
What is the architect of anne evans mountain home ? 	 select var_x where brack_open dbr_Anne_Evans_Mountain_Home dbo_architect var_x brack_close
What is the architect of de kuip ? 	 select var_x where brack_open dbr_De_Kuip dbo_architect var_x brack_close
What is the architect of rein church ? 	 select var_x where brack_open dbr_Rein_Church dbo_architect var_x brack_close
What is the architect of houston center ? 	 select var_x where brack_open dbr_Houston_Center dbo_architect var_x brack_close
What is the architect of 620 park avenue ? 	 select var_x where brack_open dbr_620_Park_Avenue dbo_architect var_x brack_close
What is the architect of taylor signal company-general railway signal company ? 	 select var_x where brack_open dbr_Taylor_Signal_Company-General_Railway_Signal_Company dbo_architect var_x brack_close
What is the architect of blue condominium ? 	 select var_x where brack_open dbr_Blue_Condominium dbo_architect var_x brack_close
What is the architect of 361 broadway ? 	 select var_x where brack_open dbr_361_Broadway dbo_architect var_x brack_close
What is the architect of grace episcopal church ? 	 select var_x where brack_open dbr_Grace_Episcopal_Church_(Galveston,_Texas) dbo_architect var_x brack_close
What is the architect of hall of state ? 	 select var_x where brack_open dbr_Hall_of_State dbo_architect var_x brack_close
What is the architect of greenfield elementary school ? 	 select var_x where brack_open dbr_Greenfield_Elementary_School_(Pittsburgh,_Pennsylvania) dbo_architect var_x brack_close
What is the architect of 101 california street ? 	 select var_x where brack_open dbr_101_California_Street dbo_architect var_x brack_close
What is the architect of josé miguel agrelot coliseum ? 	 select var_x where brack_open dbr_José_Miguel_Agrelot_Coliseum dbo_architect var_x brack_close
What is the architect of daly's 63rd street theatre ? 	 select var_x where brack_open dbr_Daly's_63rd_Street_Theatre dbo_architect var_x brack_close
What is the architect of st. leo's church ? 	 select var_x where brack_open dbr_St._Leo's_Church_(Baltimore,_Maryland) dbo_architect var_x brack_close
What is the architect of centre point ? 	 select var_x where brack_open dbr_Centre_Point dbo_architect var_x brack_close
What is the architect of kfar qassem football stadium ? 	 select var_x where brack_open dbr_Kfar_Qassem_Football_Stadium dbo_architect var_x brack_close
What is the architect of jefferson county courthouse annex ? 	 select var_x where brack_open dbr_Jefferson_County_Courthouse_Annex dbo_architect var_x brack_close
What is the architect of mckinley park school ? 	 select var_x where brack_open dbr_McKinley_Park_School dbo_architect var_x brack_close
What is the architect of taipei sky tower ? 	 select var_x where brack_open dbr_Taipei_Sky_Tower dbo_architect var_x brack_close
What is the architect of cornwall apartments ? 	 select var_x where brack_open dbr_Cornwall_Apartments dbo_architect var_x brack_close
What is the architect of east broad street presbyterian church ? 	 select var_x where brack_open dbr_East_Broad_Street_Presbyterian_Church dbo_architect var_x brack_close
What is the architect of st thomas' church ? 	 select var_x where brack_open dbr_St_Thomas'_Church,_Stockport dbo_architect var_x brack_close
What is the architect of theatre royal ? 	 select var_x where brack_open dbr_Theatre_Royal,_Plymouth dbo_architect var_x brack_close
What is the architect of isaac davis house ? 	 select var_x where brack_open dbr_Isaac_Davis_House dbo_architect var_x brack_close
What is the architect of beetham tower ? 	 select var_x where brack_open dbr_Beetham_Tower,_Manchester dbo_architect var_x brack_close
What is the architect of united states post office – port townsend main ? 	 select var_x where brack_open dbr_United_States_Post_Office_–_Port_Townsend_Main dbo_architect var_x brack_close
What is the architect of baum–walker stadium ? 	 select var_x where brack_open dbr_Baum–Walker_Stadium dbo_architect var_x brack_close
What is the architect of greenville city hall ? 	 select var_x where brack_open dbr_Greenville_City_Hall_(Kentucky) dbo_architect var_x brack_close
What is the architect of national archives building ? 	 select var_x where brack_open dbr_National_Archives_Building dbo_architect var_x brack_close
What is the architect of charles river reservation -upper basin headquarters ? 	 select var_x where brack_open dbr_Charles_River_Reservation_(Speedway) -Upper_Basin_Headquarters dbo_architect var_x brack_close
What is the architect of achmeatoren ? 	 select var_x where brack_open dbr_Achmeatoren dbo_architect var_x brack_close
What is the architect of st peter's church ? 	 select var_x where brack_open dbr_St_Peter's_Church,_Preston,_Lancashire dbo_architect var_x brack_close
What is the architect of downtown duluth ? 	 select var_x where brack_open dbr_Downtown_Duluth dbo_architect var_x brack_close
What is the architect of temple theater ? 	 select var_x where brack_open dbr_Temple_Theater_(Meridian,_Mississippi) dbo_architect var_x brack_close
What is the architect of promenade towers ? 	 select var_x where brack_open dbr_Promenade_Towers dbo_architect var_x brack_close
What is the architect of national theatre of japan ? 	 select var_x where brack_open dbr_National_Theatre_of_Japan dbo_architect var_x brack_close
What is the architect of nordvik church ? 	 select var_x where brack_open dbr_Nordvik_Church dbo_architect var_x brack_close
What is the architect of st john's church ? 	 select var_x where brack_open dbr_St_John's_Church,_Boxmoor dbo_architect var_x brack_close
What is the architect of converse memorial library ? 	 select var_x where brack_open dbr_Converse_Memorial_Library dbo_architect var_x brack_close
What is the architect of church of saint blaise ? 	 select var_x where brack_open dbr_Church_of_Saint_Blaise,_Zagreb dbo_architect var_x brack_close
What is the architect of alumni hall ? 	 select var_x where brack_open dbr_Alumni_Hall_(Navy) dbo_architect var_x brack_close
What is the architect of arkéa arena ? 	 select var_x where brack_open dbr_Arkéa_Arena dbo_architect var_x brack_close
What is the architect of first national bank ? 	 select var_x where brack_open dbr_First_National_Bank_(Salt_Lake_City) dbo_architect var_x brack_close
What is the architect of lyon county courthouse ? 	 select var_x where brack_open dbr_Lyon_County_Courthouse_(Iowa) dbo_architect var_x brack_close
What is the architect of kunstnernes hus ? 	 select var_x where brack_open dbr_Kunstnernes_Hus dbo_architect var_x brack_close
What is the architect of jefferies-crabtree house ? 	 select var_x where brack_open dbr_Jefferies-Crabtree_House dbo_architect var_x brack_close
What is the architect of carson city civic auditorium ? 	 select var_x where brack_open dbr_Carson_City_Civic_Auditorium dbo_architect var_x brack_close
What is the architect of hart senate office building ? 	 select var_x where brack_open dbr_Hart_Senate_Office_Building dbo_architect var_x brack_close
What is the architect of old colony history museum ? 	 select var_x where brack_open dbr_Old_Colony_History_Museum dbo_architect var_x brack_close
What is the architect of garrick's villa ? 	 select var_x where brack_open dbr_Garrick's_Villa dbo_architect var_x brack_close
What is the architect of grandmaster's palace ? 	 select var_x where brack_open dbr_Grandmaster's_Palace_(Valletta) dbo_architect var_x brack_close
What is the architect of umeå town hall ? 	 select var_x where brack_open dbr_Umeå_Town_Hall dbo_architect var_x brack_close
What is the architect of renton hardware building ? 	 select var_x where brack_open dbr_Renton_Hardware_building dbo_architect var_x brack_close
What is the architect of pisa cathedral ? 	 select var_x where brack_open dbr_Pisa_Cathedral dbo_architect var_x brack_close
What is the architect of christ church ? 	 select var_x where brack_open dbr_Christ_Church,_Peas_Hill dbo_architect var_x brack_close
What is the architect of kohala historical sites state monument ? 	 select var_x where brack_open dbr_Kohala_Historical_Sites_State_Monument dbo_architect var_x brack_close
What is the architect of saint-augustin ? 	 select var_x where brack_open dbr_Saint-Augustin,_Paris dbo_architect var_x brack_close
What is the architect of gómez residence ? 	 select var_x where brack_open dbr_Gómez_Residence dbo_architect var_x brack_close
What is the architect of granite stake tabernacle ? 	 select var_x where brack_open dbr_Granite_Stake_Tabernacle dbo_architect var_x brack_close
What is the architect of palau del parlament de catalunya ? 	 select var_x where brack_open dbr_Palau_del_Parlament_de_Catalunya dbo_architect var_x brack_close
What is the architect of 2 columbus circle ? 	 select var_x where brack_open dbr_2_Columbus_Circle dbo_architect var_x brack_close
What is the architect of mikkeli cathedral ? 	 select var_x where brack_open dbr_Mikkeli_Cathedral dbo_architect var_x brack_close
What is the architect of maxwell house hotel ? 	 select var_x where brack_open dbr_Maxwell_House_Hotel dbo_architect var_x brack_close
What is the architect of st mark's church ? 	 select var_x where brack_open dbr_St_Mark's_Church,_Mansfield dbo_architect var_x brack_close
What is the architect of residencia de suárez ? 	 select var_x where brack_open dbr_Residencia_de_Suárez dbo_architect var_x brack_close
What is the architect of holt brothers banking company building ? 	 select var_x where brack_open dbr_Holt_Brothers_Banking_Company_Building dbo_architect var_x brack_close
What is the architect of brooks arcade ? 	 select var_x where brack_open dbr_Brooks_Arcade dbo_architect var_x brack_close
What is the architect of saenger theatre ? 	 select var_x where brack_open dbr_Saenger_Theatre_(Pine_Bluff,_Arkansas) dbo_architect var_x brack_close
What is the architect of masonic temple of des moines ? 	 select var_x where brack_open dbr_Masonic_Temple_of_Des_Moines dbo_architect var_x brack_close
What is the architect of st. matthias' church ? 	 select var_x where brack_open dbr_St._Matthias'_Church,_Stoke_Newington dbo_architect var_x brack_close
What is the architect of nema ? 	 select var_x where brack_open dbr_NEMA_(Chicago) dbo_architect var_x brack_close
What is the architect of seattle city hall ? 	 select var_x where brack_open dbr_Seattle_City_Hall dbo_architect var_x brack_close
What is the architect of east clarendon railroad station ? 	 select var_x where brack_open dbr_East_Clarendon_Railroad_Station dbo_architect var_x brack_close
What is the architect of atlantic coast line passenger depot ? 	 select var_x where brack_open dbr_Atlantic_Coast_Line_Passenger_Depot_(Sarasota,_Florida) dbo_architect var_x brack_close
What is the architect of latvian national opera ? 	 select var_x where brack_open dbr_Latvian_National_Opera dbo_architect var_x brack_close
What is the architect of oval lingotto ? 	 select var_x where brack_open dbr_Oval_Lingotto dbo_architect var_x brack_close
What is the architect of university cottage club ? 	 select var_x where brack_open dbr_University_Cottage_Club dbo_architect var_x brack_close
